Transaction_Value,No_Of_Monthly_Transactions,Age,Sex,High_Risk_Country,Vulnerable_Area,Intention_International_Payments,Intention_Cash_Deposits,High_Risk_Transaction,Average_Value_Per_Transaction,Transaction_Cash,Transaction_Wire,Age_Is_young,Age_Is_lower_middle,Age_Is_upper_middle,Age_Is_old
2749,10,65,1,0,0,1,0,0,274.9,0,1,0,0,0,1
5168,11,65,1,0,0,1,0,0,469.8181818181818,0,1,0,0,0,1
5482,12,65,1,0,0,1,0,0,456.8333333333333,0,1,0,0,0,1
6962,14,65,1,0,0,1,0,0,497.2857142857143,0,1,0,0,0,1
4468,9,65,1,0,0,1,0,0,496.44444444444446,0,1,0,0,0,1
5268,18,65,1,0,0,1,0,0,292.6666666666667,0,1,0,0,0,1
3325,9,65,1,0,0,1,0,0,369.44444444444446,0,1,0,0,0,1
6589,16,65,1,0,0,1,0,0,411.8125,0,1,0,0,0,1
5681,17,65,1,0,0,1,0,0,334.1764705882353,0,1,0,0,0,1
4943,17,65,1,0,0,1,0,0,290.7647058823529,0,1,0,0,0,1
4372,11,73,1,0,1,1,1,1,397.45454545454544,0,1,0,0,0,1
4271,13,73,1,0,1,1,1,1,328.53846153846155,0,1,0,0,0,1
6077,17,73,1,0,1,1,1,1,357.47058823529414,0,1,0,0,0,1
5088,17,73,1,0,1,1,1,1,299.29411764705884,0,1,0,0,0,1
3156,12,73,1,0,1,1,1,1,263.0,0,1,0,0,0,1
3611,12,73,1,0,1,1,1,1,300.9166666666667,0,1,0,0,0,1
5209,9,73,1,0,1,1,1,1,578.7777777777778,0,1,0,0,0,1
6426,11,73,1,0,1,1,1,1,584.1818181818181,0,1,0,0,0,1
5199,16,73,1,0,1,1,1,1,324.9375,0,1,0,0,0,1
5842,8,73,1,0,1,1,1,1,730.25,0,1,0,0,0,1
3876,15,73,1,0,1,1,1,1,258.4,0,1,0,0,0,1
3103,11,85,0,0,0,1,0,0,282.09090909090907,0,1,0,0,0,1
1333,17,85,0,0,0,1,0,0,78.41176470588235,0,1,0,0,0,1
2294,12,85,0,0,0,1,0,0,191.16666666666666,0,1,0,0,0,1
2902,11,85,0,0,0,1,0,0,263.8181818181818,0,1,0,0,0,1
1909,9,85,0,0,0,1,0,0,212.11111111111111,0,1,0,0,0,1
1981,15,85,0,0,0,1,0,0,132.06666666666666,0,1,0,0,0,1
1600,10,85,0,0,0,1,0,0,160.0,0,1,0,0,0,1
2346,14,85,0,0,0,1,0,0,167.57142857142858,0,1,0,0,0,1
2195,10,85,0,0,0,1,0,0,219.5,0,1,0,0,0,1
1722,18,85,0,0,0,1,0,0,95.66666666666667,0,1,0,0,0,1
2581,15,85,0,0,0,1,0,0,172.06666666666666,0,1,0,0,0,1
1790,12,85,0,0,0,1,0,0,149.16666666666666,0,1,0,0,0,1
2408,12,34,1,0,0,0,0,0,200.66666666666666,0,1,0,1,0,0
4976,18,34,1,0,0,0,0,0,276.44444444444446,0,1,0,1,0,0
1908,12,34,1,0,0,0,0,0,159.0,0,1,0,1,0,0
2549,11,34,1,0,0,0,0,0,231.72727272727272,0,1,0,1,0,0
1334,9,34,1,0,0,0,0,0,148.22222222222223,0,1,0,1,0,0
3187,12,34,1,0,0,0,0,0,265.5833333333333,0,1,0,1,0,0
6500,18,34,1,0,0,0,0,0,361.1111111111111,0,1,0,1,0,0
1717,12,34,1,0,0,0,0,0,143.08333333333334,0,1,0,1,0,0
2928,11,34,1,0,0,0,0,0,266.1818181818182,0,1,0,1,0,0
2596,9,34,1,0,0,0,0,0,288.44444444444446,0,1,0,1,0,0
2436,12,34,1,0,0,0,0,0,203.0,0,1,0,1,0,0
2993,8,34,1,0,0,0,0,0,374.125,0,1,0,1,0,0
4851,15,48,0,1,0,1,0,1,323.4,0,1,0,0,1,0
5918,10,48,0,1,0,1,0,1,591.8,0,1,0,0,1,0
3890,16,48,0,1,0,1,0,1,243.125,0,1,0,0,1,0
4228,11,48,0,1,0,1,0,1,384.3636363636364,0,1,0,0,1,0
4953,14,48,0,1,0,1,0,1,353.7857142857143,0,1,0,0,1,0
6479,8,48,0,1,0,1,0,1,809.875,0,1,0,0,1,0
4743,12,48,0,1,0,1,0,1,395.25,0,1,0,0,1,0
4991,9,48,0,1,0,1,0,1,554.5555555555555,0,1,0,0,1,0
4765,18,48,0,1,0,1,0,1,264.72222222222223,0,1,0,0,1,0
5085,11,48,0,1,0,1,0,1,462.27272727272725,0,1,0,0,1,0
4554,16,48,0,1,0,1,0,1,284.625,0,1,0,0,1,0
7607,8,48,0,1,0,1,0,1,950.875,0,1,0,0,1,0
6643,13,57,1,0,0,0,0,0,511.0,0,1,0,0,1,0
8225,10,57,1,0,0,0,0,0,822.5,0,1,0,0,1,0
2332,11,57,1,0,0,0,0,0,212.0,0,1,0,0,1,0
5564,16,57,1,0,0,0,0,0,347.75,0,1,0,0,1,0
7176,15,57,1,0,0,0,0,0,478.4,0,1,0,0,1,0
8021,10,57,1,0,0,0,0,0,802.1,0,1,0,0,1,0
7086,15,57,1,0,0,0,0,0,472.4,0,1,0,0,1,0
7091,12,57,1,0,0,0,0,0,590.9166666666666,0,1,0,0,1,0
5406,6,57,1,0,0,0,0,0,901.0,0,1,0,0,1,0
6264,20,57,1,0,0,0,0,0,313.2,0,1,0,0,1,0
7211,17,57,1,0,0,0,0,0,424.1764705882353,0,1,0,0,1,0
2423,14,32,1,0,0,1,1,0,173.07142857142858,0,1,0,1,0,0
4889,17,32,1,0,0,1,1,0,287.5882352941176,0,1,0,1,0,0
2168,21,32,1,0,0,1,1,0,103.23809523809524,0,1,0,1,0,0
2791,20,32,1,0,0,1,1,0,139.55,0,1,0,1,0,0
3840,19,32,1,0,0,1,1,0,202.10526315789474,0,1,0,1,0,0
1904,20,32,1,0,0,1,1,0,95.2,0,1,0,1,0,0
2241,15,32,1,0,0,1,1,0,149.4,0,1,0,1,0,0
2561,18,32,1,0,0,1,1,0,142.27777777777777,0,1,0,1,0,0
4723,10,32,1,0,0,1,1,0,472.3,0,1,0,1,0,0
3555,9,32,1,0,0,1,1,0,395.0,0,1,0,1,0,0
1533,11,32,1,0,0,1,1,0,139.36363636363637,0,1,0,1,0,0
2103,12,32,1,0,0,1,1,0,175.25,0,1,0,1,0,0
6038,18,74,0,0,0,0,0,0,335.44444444444446,0,1,0,0,0,1
4851,15,74,0,0,0,0,0,0,323.4,0,1,0,0,0,1
4192,8,74,0,0,0,0,0,0,524.0,0,1,0,0,0,1
3689,17,74,0,0,0,0,0,0,217.0,0,1,0,0,0,1
2679,9,74,0,0,0,0,0,0,297.6666666666667,0,1,0,0,0,1
4502,9,74,0,0,0,0,0,0,500.22222222222223,0,1,0,0,0,1
3009,11,74,0,0,0,0,0,0,273.54545454545456,0,1,0,0,0,1
2811,8,74,0,0,0,0,0,0,351.375,0,1,0,0,0,1
3962,12,74,0,0,0,0,0,0,330.1666666666667,0,1,0,0,0,1
1157,3,74,0,0,0,0,0,0,385.6666666666667,0,1,0,0,0,1
3837,10,74,0,0,0,0,0,0,383.7,0,1,0,0,0,1
4565,17,74,0,0,0,0,0,0,268.52941176470586,0,1,0,0,0,1
5745,15,83,0,0,0,1,0,0,383.0,0,1,0,0,0,1
2473,12,83,0,0,0,1,0,0,206.08333333333334,0,1,0,0,0,1
3219,12,83,0,0,0,1,0,0,268.25,0,1,0,0,0,1
3750,13,83,0,0,0,1,0,0,288.46153846153845,0,1,0,0,0,1
4314,19,83,0,0,0,1,0,0,227.05263157894737,0,1,0,0,0,1
1364,15,83,0,0,0,1,0,0,90.93333333333334,0,1,0,0,0,1
2587,18,83,0,0,0,1,0,0,143.72222222222223,0,1,0,0,0,1
2605,14,83,0,0,0,1,0,0,186.07142857142858,0,1,0,0,0,1
2141,11,83,0,0,0,1,0,0,194.63636363636363,0,1,0,0,0,1
3481,15,83,0,0,0,1,0,0,232.06666666666666,0,1,0,0,0,1
3244,8,83,0,0,0,1,0,0,405.5,0,1,0,0,0,1
2664,15,83,0,0,0,1,0,0,177.6,0,1,0,0,0,1
1220,10,46,1,0,0,0,0,0,122.0,0,1,0,0,1,0
1682,17,46,1,0,0,0,0,0,98.94117647058823,0,1,0,0,1,0
1173,15,46,1,0,0,0,0,0,78.2,0,1,0,0,1,0
1824,21,46,1,0,0,0,0,0,86.85714285714286,0,1,0,0,1,0
1060,11,46,1,0,0,0,0,0,96.36363636363636,0,1,0,0,1,0
1101,21,46,1,0,0,0,0,0,52.42857142857143,0,1,0,0,1,0
1244,14,46,1,0,0,0,0,0,88.85714285714286,0,1,0,0,1,0
1995,13,46,1,0,0,0,0,0,153.46153846153845,0,1,0,0,1,0
2365,20,46,1,0,0,0,0,0,118.25,0,1,0,0,1,0
1160,16,46,1,0,0,0,0,0,72.5,0,1,0,0,1,0
1971,14,46,1,0,0,0,0,0,140.78571428571428,0,1,0,0,1,0
1148,12,46,1,0,0,0,0,0,95.66666666666667,0,1,0,0,1,0
7136,12,26,1,0,1,1,0,1,594.6666666666666,0,1,0,1,0,0
4961,12,26,1,0,1,1,0,1,413.4166666666667,0,1,0,1,0,0
8728,9,26,1,0,1,1,0,1,969.7777777777778,0,1,0,1,0,0
8800,18,26,1,0,1,1,0,1,488.8888888888889,0,1,0,1,0,0
5551,10,26,1,0,1,1,0,1,555.1,0,1,0,1,0,0
6802,12,26,1,0,1,1,0,1,566.8333333333334,0,1,0,1,0,0
7621,10,26,1,0,1,1,0,1,762.1,0,1,0,1,0,0
8237,20,26,1,0,1,1,0,1,411.85,0,1,0,1,0,0
7553,10,26,1,0,1,1,0,1,755.3,0,1,0,1,0,0
5552,10,26,1,0,1,1,0,1,555.2,0,1,0,1,0,0
6573,11,83,1,0,0,0,1,0,597.5454545454545,0,1,0,0,0,1
4744,11,83,1,0,0,0,1,0,431.27272727272725,0,1,0,0,0,1
8142,15,83,1,0,0,0,1,0,542.8,0,1,0,0,0,1
6211,11,83,1,0,0,0,1,0,564.6363636363636,0,1,0,0,0,1
7923,10,83,1,0,0,0,1,0,792.3,0,1,0,0,0,1
6650,11,83,1,0,0,0,1,0,604.5454545454545,0,1,0,0,0,1
5084,12,83,1,0,0,0,1,0,423.6666666666667,0,1,0,0,0,1
7036,15,83,1,0,0,0,1,0,469.06666666666666,0,1,0,0,0,1
2429,8,32,0,0,0,1,0,0,303.625,0,1,0,1,0,0
3767,11,32,0,0,0,1,0,0,342.45454545454544,0,1,0,1,0,0
1803,15,32,0,0,0,1,0,0,120.2,0,1,0,1,0,0
1385,15,32,0,0,0,1,0,0,92.33333333333333,0,1,0,1,0,0
1558,8,32,0,0,0,1,0,0,194.75,0,1,0,1,0,0
2124,11,32,0,0,0,1,0,0,193.0909090909091,0,1,0,1,0,0
1576,13,32,0,0,0,1,0,0,121.23076923076923,0,1,0,1,0,0
1862,11,32,0,0,0,1,0,0,169.27272727272728,0,1,0,1,0,0
4154,12,32,0,0,0,1,0,0,346.1666666666667,0,1,0,1,0,0
2016,11,32,0,0,0,1,0,0,183.27272727272728,0,1,0,1,0,0
1579,13,32,0,0,0,1,0,0,121.46153846153847,0,1,0,1,0,0
3792,12,32,0,0,0,1,0,0,316.0,0,1,0,1,0,0
8680,9,56,1,0,0,1,0,0,964.4444444444445,0,1,0,0,1,0
8047,14,56,1,0,0,1,0,0,574.7857142857143,0,1,0,0,1,0
6894,8,56,1,0,0,1,0,0,861.75,0,1,0,0,1,0
8203,12,56,1,0,0,1,0,0,683.5833333333334,0,1,0,0,1,0
5305,9,56,1,0,0,1,0,0,589.4444444444445,0,1,0,0,1,0
6073,9,56,1,0,0,1,0,0,674.7777777777778,0,1,0,0,1,0
3690,10,81,0,0,0,1,0,0,369.0,0,1,0,0,0,1
8143,11,81,0,0,0,1,0,0,740.2727272727273,0,1,0,0,0,1
7635,20,81,0,0,0,1,0,0,381.75,0,1,0,0,0,1
2943,16,81,0,0,0,1,0,0,183.9375,0,1,0,0,0,1
5872,19,81,0,0,0,1,0,0,309.05263157894734,0,1,0,0,0,1
4478,17,81,0,0,0,1,0,0,263.4117647058824,0,1,0,0,0,1
8492,11,81,0,0,0,1,0,0,772.0,0,1,0,0,0,1
6909,15,81,0,0,0,1,0,0,460.6,0,1,0,0,0,1
6816,9,81,0,0,0,1,0,0,757.3333333333334,0,1,0,0,0,1
6208,14,81,0,0,0,1,0,0,443.42857142857144,0,1,0,0,0,1
5482,11,78,0,0,0,0,0,0,498.3636363636364,0,1,0,0,0,1
6914,20,78,0,0,0,0,0,0,345.7,0,1,0,0,0,1
7793,8,78,0,0,0,0,0,0,974.125,0,1,0,0,0,1
8561,18,78,0,0,0,0,0,0,475.6111111111111,0,1,0,0,0,1
3330,8,78,0,0,0,0,0,0,416.25,0,1,0,0,0,1
7989,13,78,0,0,0,0,0,0,614.5384615384615,0,1,0,0,0,1
911,4,78,0,0,0,0,0,0,227.75,0,1,0,0,0,1
4626,15,78,0,0,0,0,0,0,308.4,0,1,0,0,0,1
6603,10,78,0,0,0,0,0,0,660.3,0,1,0,0,0,1
4908,11,78,0,0,0,0,0,0,446.1818181818182,0,1,0,0,0,1
6658,18,43,0,0,0,0,0,0,369.8888888888889,0,1,0,1,0,0
8895,19,43,0,0,0,0,0,0,468.1578947368421,0,1,0,1,0,0
7015,17,43,0,0,0,0,0,0,412.6470588235294,0,1,0,1,0,0
4824,16,43,0,0,0,0,0,0,301.5,0,1,0,1,0,0
7706,10,43,0,0,0,0,0,0,770.6,0,1,0,1,0,0
8452,15,43,0,0,0,0,0,0,563.4666666666667,0,1,0,1,0,0
8278,12,43,0,0,0,0,0,0,689.8333333333334,0,1,0,1,0,0
5873,18,43,0,0,0,0,0,0,326.27777777777777,0,1,0,1,0,0
6295,16,43,0,0,0,0,0,0,393.4375,0,1,0,1,0,0
6722,12,43,0,0,0,0,0,0,560.1666666666666,0,1,0,1,0,0
6564,11,43,0,0,0,0,0,0,596.7272727272727,0,1,0,1,0,0
8137,10,83,1,0,0,0,0,0,813.7,0,1,0,0,0,1
7294,17,83,1,0,0,0,0,0,429.05882352941177,0,1,0,0,0,1
5666,16,83,1,0,0,0,0,0,354.125,0,1,0,0,0,1
8704,18,83,1,0,0,0,0,0,483.55555555555554,0,1,0,0,0,1
7496,14,83,1,0,0,0,0,0,535.4285714285714,0,1,0,0,0,1
7663,6,83,1,0,0,0,0,0,1277.1666666666667,0,1,0,0,0,1
5555,18,83,1,0,0,0,0,0,308.6111111111111,0,1,0,0,0,1
5415,8,83,1,0,0,0,0,0,676.875,0,1,0,0,0,1
3683,7,83,1,0,0,0,0,0,526.1428571428571,0,1,0,0,0,1
8523,17,83,1,0,0,0,0,0,501.3529411764706,0,1,0,0,0,1
6569,12,31,1,0,0,1,0,0,547.4166666666666,0,1,0,1,0,0
4795,12,31,1,0,0,1,0,0,399.5833333333333,0,1,0,1,0,0
3060,8,31,1,0,0,1,0,0,382.5,0,1,0,1,0,0
6024,4,31,1,0,0,1,0,0,1506.0,0,1,0,1,0,0
6760,19,31,1,0,0,1,0,0,355.7894736842105,0,1,0,1,0,0
8960,14,31,1,0,0,1,0,0,640.0,0,1,0,1,0,0
4943,17,31,1,0,0,1,0,0,290.7647058823529,0,1,0,1,0,0
8717,12,31,1,0,0,1,0,0,726.4166666666666,0,1,0,1,0,0
5210,12,59,1,0,0,1,1,0,434.1666666666667,0,1,0,0,1,0
3697,15,59,1,0,0,1,1,0,246.46666666666667,0,1,0,0,1,0
4606,17,59,1,0,0,1,1,0,270.94117647058823,0,1,0,0,1,0
5417,15,59,1,0,0,1,1,0,361.1333333333333,0,1,0,0,1,0
6340,13,59,1,0,0,1,1,0,487.6923076923077,0,1,0,0,1,0
4771,12,59,1,0,0,1,1,0,397.5833333333333,0,1,0,0,1,0
7432,12,59,1,0,0,1,1,0,619.3333333333334,0,1,0,0,1,0
4039,22,59,1,0,0,1,1,0,183.5909090909091,0,1,0,0,1,0
2949,10,59,1,0,0,1,1,0,294.9,0,1,0,0,1,0
3779,14,59,1,0,0,1,1,0,269.92857142857144,0,1,0,0,1,0
8189,14,59,1,0,0,1,1,0,584.9285714285714,0,1,0,0,1,0
6552,25,59,1,0,0,1,1,0,262.08,0,1,0,0,1,0
6722,15,50,1,0,0,0,0,0,448.1333333333333,0,1,0,0,1,0
5215,14,50,1,0,0,0,0,0,372.5,0,1,0,0,1,0
6248,14,50,1,0,0,0,0,0,446.2857142857143,0,1,0,0,1,0
4324,9,50,1,0,0,0,0,0,480.44444444444446,0,1,0,0,1,0
8103,12,50,1,0,0,0,0,0,675.25,0,1,0,0,1,0
5915,10,50,1,0,0,0,0,0,591.5,0,1,0,0,1,0
8549,16,50,1,0,0,0,0,0,534.3125,0,1,0,0,1,0
8204,9,77,1,0,0,0,0,0,911.5555555555555,0,1,0,0,0,1
8675,13,77,1,0,0,0,0,0,667.3076923076923,0,1,0,0,0,1
8891,16,77,1,0,0,0,0,0,555.6875,0,1,0,0,0,1
6106,10,77,1,0,0,0,0,0,610.6,0,1,0,0,0,1
5868,11,77,1,0,0,0,0,0,533.4545454545455,0,1,0,0,0,1
8830,9,77,1,0,0,0,0,0,981.1111111111111,0,1,0,0,0,1
6713,13,77,1,0,0,0,0,0,516.3846153846154,0,1,0,0,0,1
4501,12,77,1,0,0,0,0,0,375.0833333333333,0,1,0,0,0,1
7027,9,77,1,0,0,0,0,0,780.7777777777778,0,1,0,0,0,1
5448,13,77,1,0,0,0,0,0,419.0769230769231,0,1,0,0,0,1
8688,17,42,1,0,0,0,0,0,511.05882352941177,0,1,0,1,0,0
6863,12,42,1,0,0,0,0,0,571.9166666666666,0,1,0,1,0,0
5814,14,42,1,0,0,0,0,0,415.2857142857143,0,1,0,1,0,0
7949,15,42,1,0,0,0,0,0,529.9333333333333,0,1,0,1,0,0
5237,6,42,1,0,0,0,0,0,872.8333333333334,0,1,0,1,0,0
7178,7,42,1,0,0,0,0,0,1025.4285714285713,0,1,0,1,0,0
7039,18,42,1,0,0,0,0,0,391.05555555555554,0,1,0,1,0,0
8122,17,42,1,0,0,0,0,0,477.7647058823529,0,1,0,1,0,0
2188,8,57,0,0,0,1,0,0,273.5,0,1,0,0,1,0
963,17,57,0,0,0,1,0,0,56.64705882352941,0,1,0,0,1,0
2455,14,57,0,0,0,1,0,0,175.35714285714286,0,1,0,0,1,0
822,7,57,0,0,0,1,0,0,117.42857142857143,0,1,0,0,1,0
1180,7,57,0,0,0,1,0,0,168.57142857142858,0,1,0,0,1,0
877,11,57,0,0,0,1,0,0,79.72727272727273,0,1,0,0,1,0
2021,18,57,0,0,0,1,0,0,112.27777777777777,0,1,0,0,1,0
1755,10,57,0,0,0,1,0,0,175.5,0,1,0,0,1,0
1973,14,57,0,0,0,1,0,0,140.92857142857142,0,1,0,0,1,0
1628,9,57,0,0,0,1,0,0,180.88888888888889,0,1,0,0,1,0
1709,15,57,0,0,0,1,0,0,113.93333333333334,0,1,0,0,1,0
2001,16,57,0,0,0,1,0,0,125.0625,0,1,0,0,1,0
4620,18,58,0,0,0,0,0,0,256.6666666666667,0,1,0,0,1,0
5100,9,58,0,0,0,0,0,0,566.6666666666666,0,1,0,0,1,0
8014,8,58,0,0,0,0,0,0,1001.75,0,1,0,0,1,0
8032,10,58,0,0,0,0,0,0,803.2,0,1,0,0,1,0
3689,14,45,0,0,0,0,0,0,263.5,0,1,0,0,1,0
1637,15,45,0,0,0,0,0,0,109.13333333333334,0,1,0,0,1,0
1303,11,45,0,0,0,0,0,0,118.45454545454545,0,1,0,0,1,0
1598,14,45,0,0,0,0,0,0,114.14285714285714,0,1,0,0,1,0
1718,18,45,0,0,0,0,0,0,95.44444444444444,0,1,0,0,1,0
572,9,45,0,0,0,0,0,0,63.55555555555556,0,1,0,0,1,0
1875,7,45,0,0,0,0,0,0,267.85714285714283,0,1,0,0,1,0
2396,18,45,0,0,0,0,0,0,133.11111111111111,0,1,0,0,1,0
2155,10,45,0,0,0,0,0,0,215.5,0,1,0,0,1,0
2790,13,45,0,0,0,0,0,0,214.6153846153846,0,1,0,0,1,0
2052,10,45,0,0,0,0,0,0,205.2,0,1,0,0,1,0
1575,13,45,0,0,0,0,0,0,121.15384615384616,0,1,0,0,1,0
6453,10,29,0,0,0,0,1,0,645.3,0,1,0,1,0,0
4373,12,29,0,0,0,0,1,0,364.4166666666667,0,1,0,1,0,0
7796,18,29,0,0,0,0,1,0,433.1111111111111,0,1,0,1,0,0
3245,10,29,0,0,0,0,1,0,324.5,0,1,0,1,0,0
6561,14,29,0,0,0,0,1,0,468.64285714285717,0,1,0,1,0,0
7092,15,29,0,0,0,0,1,0,472.8,0,1,0,1,0,0
5868,11,29,0,0,0,0,1,0,533.4545454545455,0,1,0,1,0,0
7384,10,29,0,0,0,0,1,0,738.4,0,1,0,1,0,0
5858,12,29,0,0,0,0,1,0,488.1666666666667,0,1,0,1,0,0
2702,6,47,0,0,1,0,0,1,450.3333333333333,0,1,0,0,1,0
4191,12,47,0,0,1,0,0,1,349.25,0,1,0,0,1,0
8634,17,47,0,0,1,0,0,1,507.88235294117646,0,1,0,0,1,0
8270,13,47,0,0,1,0,0,1,636.1538461538462,0,1,0,0,1,0
7867,15,47,0,0,1,0,0,1,524.4666666666667,0,1,0,0,1,0
8772,17,47,0,0,1,0,0,1,516.0,0,1,0,0,1,0
4728,12,55,0,1,0,0,0,1,394.0,0,1,0,0,1,0
7858,11,55,0,1,0,0,0,1,714.3636363636364,0,1,0,0,1,0
6899,12,55,0,1,0,0,0,1,574.9166666666666,0,1,0,0,1,0
8086,10,55,0,1,0,0,0,1,808.6,0,1,0,0,1,0
8389,18,55,0,1,0,0,0,1,466.05555555555554,0,1,0,0,1,0
6214,12,55,0,1,0,0,0,1,517.8333333333334,0,1,0,0,1,0
8846,12,60,1,0,0,1,0,0,737.1666666666666,0,1,0,0,1,0
7803,13,60,1,0,0,1,0,0,600.2307692307693,0,1,0,0,1,0
8368,10,60,1,0,0,1,0,0,836.8,0,1,0,0,1,0
4295,11,60,1,0,0,1,0,0,390.45454545454544,0,1,0,0,1,0
8698,13,60,1,0,0,1,0,0,669.0769230769231,0,1,0,0,1,0
5201,5,60,1,0,0,1,0,0,1040.2,0,1,0,0,1,0
7750,17,29,0,0,0,1,0,0,455.88235294117646,0,1,0,1,0,0
3088,6,29,0,0,0,1,0,0,514.6666666666666,0,1,0,1,0,0
1062,13,29,0,0,0,1,0,0,81.6923076923077,0,1,0,1,0,0
2218,9,29,0,0,0,1,0,0,246.44444444444446,0,1,0,1,0,0
2983,10,29,0,0,0,1,0,0,298.3,0,1,0,1,0,0
5680,15,29,0,0,0,1,0,0,378.6666666666667,0,1,0,1,0,0
4780,16,29,0,0,0,1,0,0,298.75,0,1,0,1,0,0
2644,14,29,0,0,0,1,0,0,188.85714285714286,0,1,0,1,0,0
920,8,29,0,0,0,1,0,0,115.0,0,1,0,1,0,0
3426,13,29,0,0,0,1,0,0,263.53846153846155,0,1,0,1,0,0
5829,21,29,0,0,0,1,0,0,277.57142857142856,0,1,0,1,0,0
5261,22,29,0,0,0,1,0,0,239.13636363636363,0,1,0,1,0,0
7577,9,53,0,0,0,0,0,0,841.8888888888889,0,1,0,0,1,0
5839,9,53,0,0,0,0,0,0,648.7777777777778,0,1,0,0,1,0
6074,13,36,1,0,0,1,1,0,467.2307692307692,0,1,0,1,0,0
2351,9,36,1,0,0,1,1,0,261.22222222222223,0,1,0,1,0,0
5684,13,36,1,0,0,1,1,0,437.2307692307692,0,1,0,1,0,0
5539,18,36,1,0,0,1,1,0,307.72222222222223,0,1,0,1,0,0
5186,14,36,1,0,0,1,1,0,370.42857142857144,0,1,0,1,0,0
4989,13,36,1,0,0,1,1,0,383.7692307692308,0,1,0,1,0,0
4838,14,36,1,0,0,1,1,0,345.57142857142856,0,1,0,1,0,0
3481,12,36,1,0,0,1,1,0,290.0833333333333,0,1,0,1,0,0
4517,13,36,1,0,0,1,1,0,347.46153846153845,0,1,0,1,0,0
5380,11,36,1,0,0,1,1,0,489.09090909090907,0,1,0,1,0,0
5775,16,36,1,0,0,1,1,0,360.9375,0,1,0,1,0,0
4931,14,36,1,0,0,1,1,0,352.2142857142857,0,1,0,1,0,0
4190,12,21,0,0,0,1,0,0,349.1666666666667,0,1,1,0,0,0
3215,10,21,0,0,0,1,0,0,321.5,0,1,1,0,0,0
5463,18,21,0,0,0,1,0,0,303.5,0,1,1,0,0,0
5501,19,21,0,0,0,1,0,0,289.5263157894737,0,1,1,0,0,0
2515,8,21,0,0,0,1,0,0,314.375,0,1,1,0,0,0
3377,15,21,0,0,0,1,0,0,225.13333333333333,0,1,1,0,0,0
2475,9,21,0,0,0,1,0,0,275.0,0,1,1,0,0,0
4141,13,21,0,0,0,1,0,0,318.53846153846155,0,1,1,0,0,0
2900,19,21,0,0,0,1,0,0,152.6315789473684,0,1,1,0,0,0
4488,16,21,0,0,0,1,0,0,280.5,0,1,1,0,0,0
4777,13,21,0,0,0,1,0,0,367.46153846153845,0,1,1,0,0,0
3148,10,21,0,0,0,1,0,0,314.8,0,1,1,0,0,0
6248,13,22,0,0,0,1,0,0,480.61538461538464,0,1,1,0,0,0
6900,12,22,0,0,0,1,0,0,575.0,0,1,1,0,0,0
8962,10,22,0,0,0,1,0,0,896.2,0,1,1,0,0,0
6008,9,27,0,0,0,0,0,0,667.5555555555555,0,1,0,1,0,0
7201,20,27,0,0,0,0,0,0,360.05,0,1,0,1,0,0
4037,5,27,0,0,0,0,0,0,807.4,0,1,0,1,0,0
5739,14,27,0,0,0,0,0,0,409.92857142857144,0,1,0,1,0,0
7226,16,27,0,0,0,0,0,0,451.625,0,1,0,1,0,0
6198,4,27,0,0,0,0,0,0,1549.5,0,1,0,1,0,0
8334,13,27,0,0,0,0,0,0,641.0769230769231,0,1,0,1,0,0
8413,13,44,1,0,0,0,0,0,647.1538461538462,0,1,0,1,0,0
8692,15,44,1,0,0,0,0,0,579.4666666666667,0,1,0,1,0,0
4471,12,44,1,0,0,0,0,0,372.5833333333333,0,1,0,1,0,0
5740,9,44,1,0,0,0,0,0,637.7777777777778,0,1,0,1,0,0
5949,10,44,1,0,0,0,0,0,594.9,0,1,0,1,0,0
6250,9,43,1,0,0,1,0,0,694.4444444444445,0,1,0,1,0,0
8184,13,43,1,0,0,1,0,0,629.5384615384615,0,1,0,1,0,0
5545,15,43,1,0,0,1,0,0,369.6666666666667,0,1,0,1,0,0
4931,14,43,1,0,0,1,0,0,352.2142857142857,0,1,0,1,0,0
5719,12,43,1,0,0,1,0,0,476.5833333333333,0,1,0,1,0,0
6922,15,43,1,0,0,1,0,0,461.46666666666664,0,1,0,1,0,0
3940,8,43,1,0,0,1,0,0,492.5,0,1,0,1,0,0
8929,18,43,1,0,0,1,0,0,496.05555555555554,0,1,0,1,0,0
4716,16,43,1,0,0,1,0,0,294.75,0,1,0,1,0,0
3429,11,82,1,0,0,1,0,0,311.72727272727275,0,1,0,0,0,1
2999,8,82,1,0,0,1,0,0,374.875,0,1,0,0,0,1
3307,12,82,1,0,0,1,0,0,275.5833333333333,0,1,0,0,0,1
3367,18,82,1,0,0,1,0,0,187.05555555555554,0,1,0,0,0,1
2830,11,82,1,0,0,1,0,0,257.27272727272725,0,1,0,0,0,1
1536,10,82,1,0,0,1,0,0,153.6,0,1,0,0,0,1
4621,10,82,1,0,0,1,0,0,462.1,0,1,0,0,0,1
1482,8,82,1,0,0,1,0,0,185.25,0,1,0,0,0,1
3346,8,82,1,0,0,1,0,0,418.25,0,1,0,0,0,1
3498,12,82,1,0,0,1,0,0,291.5,0,1,0,0,0,1
3459,10,82,1,0,0,1,0,0,345.9,0,1,0,0,0,1
2737,14,82,1,0,0,1,0,0,195.5,0,1,0,0,0,1
7093,12,41,1,0,0,0,1,0,591.0833333333334,0,1,0,1,0,0
