Transaction_Value,SAR,No_Of_Monthly_Transactions,Age,Sex,High_Risk_Country,Vulnerable_Area,Intention_International_Payments,Intention_Cash_Deposits,High_Risk_Transaction,Average_Value_Per_Transaction,Transaction_Cash,Transaction_International,Transaction_Wire,Age_Is_young,Age_Is_lower_middle,Age_Is_upper_middle,Age_Is_old
15613,1,14,52,1,1,0,0,0,1,1115.2142857142858,0,0,1,0,0,1,0
11090,0,13,52,1,1,0,0,0,1,853.0769230769231,0,0,1,0,0,1,0
10203,0,14,52,1,1,0,0,0,1,728.7857142857143,0,0,1,0,0,1,0
9863,0,18,52,1,1,0,0,0,1,547.9444444444445,0,0,1,0,0,1,0
13285,0,10,69,1,0,0,0,1,0,1328.5,0,0,1,0,0,0,1
15148,0,17,69,1,0,0,0,1,0,891.0588235294117,0,0,1,0,0,0,1
11191,0,14,69,1,0,0,0,1,0,799.3571428571429,0,0,1,0,0,0,1
14272,0,20,69,1,0,0,0,1,0,713.6,0,0,1,0,0,0,1
9249,0,13,69,1,0,0,0,1,0,711.4615384615385,0,0,1,0,0,0,1
15081,0,19,69,1,0,0,0,1,0,793.7368421052631,0,0,1,0,0,0,1
9057,0,12,69,1,0,0,0,1,0,754.75,0,0,1,0,0,0,1
10599,0,24,69,1,0,0,0,1,0,441.625,0,0,1,0,0,0,1
9537,0,12,69,1,0,0,0,1,0,794.75,0,0,1,0,0,0,1
11795,0,14,69,1,0,0,0,1,0,842.5,0,0,1,0,0,0,1
15613,0,16,69,1,0,0,0,1,0,975.8125,0,0,1,0,0,0,1
11870,1,18,31,0,1,0,0,0,1,659.4444444444445,0,0,1,0,1,0,0
10120,0,14,31,0,1,0,0,0,1,722.8571428571429,0,0,1,0,1,0,0
10015,0,12,31,0,1,0,0,0,1,834.5833333333334,0,0,1,0,1,0,0
10549,1,11,31,0,1,0,0,0,1,959.0,0,0,1,0,1,0,0
12847,0,14,31,0,1,0,0,0,1,917.6428571428571,0,0,1,0,1,0,0
9758,0,11,31,0,1,0,0,0,1,887.0909090909091,0,0,1,0,1,0,0
11695,0,14,31,0,1,0,0,0,1,835.3571428571429,0,0,1,0,1,0,0
15398,1,8,31,0,1,0,0,0,1,1924.75,0,0,1,0,1,0,0
11018,0,14,31,0,1,0,0,0,1,787.0,0,0,1,0,1,0,0
10972,0,18,31,0,1,0,0,0,1,609.5555555555555,0,0,1,0,1,0,0
12062,0,19,31,0,1,0,0,0,1,634.8421052631579,0,0,1,0,1,0,0
12272,1,14,31,0,1,0,0,0,1,876.5714285714286,0,0,1,0,1,0,0
10561,0,11,61,1,1,0,0,0,1,960.0909090909091,0,0,1,0,0,1,0
9578,0,8,61,1,1,0,0,0,1,1197.25,0,0,1,0,0,1,0
10311,0,13,61,1,1,0,0,0,1,793.1538461538462,0,0,1,0,0,1,0
9989,0,19,61,1,1,0,0,0,1,525.7368421052631,0,0,1,0,0,1,0
11037,0,14,61,1,1,0,0,0,1,788.3571428571429,0,0,1,0,0,1,0
10326,0,12,61,1,1,0,0,0,1,860.5,0,0,1,0,0,1,0
9517,0,13,70,1,0,0,0,1,0,732.0769230769231,0,0,1,0,0,0,1
11414,0,16,70,1,0,0,0,1,0,713.375,0,0,1,0,0,0,1
9744,0,16,70,1,0,0,0,1,0,609.0,0,0,1,0,0,0,1
9214,0,15,70,1,0,0,0,1,0,614.2666666666667,0,0,1,0,0,0,1
10228,0,16,70,1,0,0,0,1,0,639.25,0,0,1,0,0,0,1
9304,0,14,23,0,0,0,0,0,0,664.5714285714286,0,0,1,1,0,0,0
9574,0,16,23,0,0,0,0,0,0,598.375,0,0,1,1,0,0,0
11776,0,17,23,0,0,0,0,0,0,692.7058823529412,0,0,1,1,0,0,0
9140,0,13,23,0,0,0,0,0,0,703.0769230769231,0,0,1,1,0,0,0
11043,1,14,23,0,0,0,0,0,0,788.7857142857143,0,0,1,1,0,0,0
9716,0,16,23,0,0,0,0,0,0,607.25,0,0,1,1,0,0,0
9177,0,13,23,0,0,0,0,0,0,705.9230769230769,0,0,1,1,0,0,0
9856,0,21,23,0,0,0,0,0,0,469.3333333333333,0,0,1,1,0,0,0
10477,1,12,23,0,0,0,0,0,0,873.0833333333334,0,0,1,1,0,0,0
13175,0,15,23,0,0,0,0,0,0,878.3333333333334,0,0,1,1,0,0,0
9718,0,17,66,0,1,0,1,0,1,571.6470588235294,0,0,1,0,0,0,1
9361,0,5,68,0,1,0,0,0,1,1872.2,0,0,1,0,0,0,1
11997,0,16,68,0,1,0,0,0,1,749.8125,0,0,1,0,0,0,1
12384,0,18,52,0,0,0,0,0,0,688.0,0,0,1,0,0,1,0
11590,0,14,52,0,0,0,0,0,0,827.8571428571429,0,0,1,0,0,1,0
14343,0,23,52,0,0,0,0,0,0,623.6086956521739,0,0,1,0,0,1,0
9100,0,10,52,0,0,0,0,0,0,910.0,0,0,1,0,0,1,0
12383,0,17,52,0,0,0,0,0,0,728.4117647058823,0,0,1,0,0,1,0
10260,0,14,52,0,0,0,0,0,0,732.8571428571429,0,0,1,0,0,1,0
12056,0,16,59,1,1,0,1,1,1,753.5,0,0,1,0,0,1,0
10501,0,14,59,1,1,0,1,1,1,750.0714285714286,0,0,1,0,0,1,0
11033,0,11,59,1,1,0,1,1,1,1003.0,0,0,1,0,0,1,0
11097,0,7,59,1,1,0,1,1,1,1585.2857142857142,0,0,1,0,0,1,0
17186,0,16,59,1,1,0,1,1,1,1074.125,0,0,1,0,0,1,0
9328,0,13,59,1,1,0,1,1,1,717.5384615384615,0,0,1,0,0,1,0
11549,1,11,59,1,1,0,1,1,1,1049.909090909091,0,0,1,0,0,1,0
9740,0,14,69,1,1,0,1,1,1,695.7142857142857,0,0,1,0,0,0,1
10473,0,15,69,1,1,0,1,1,1,698.2,0,0,1,0,0,0,1
10641,0,10,59,0,1,0,1,0,1,1064.1,0,0,1,0,0,1,0
11241,1,13,59,0,1,0,1,0,1,864.6923076923077,0,0,1,0,0,1,0
12088,1,8,59,0,1,0,1,0,1,1511.0,0,0,1,0,0,1,0
11313,0,9,59,0,1,0,1,0,1,1257.0,0,0,1,0,0,1,0
13892,0,19,59,0,1,0,1,0,1,731.1578947368421,0,0,1,0,0,1,0
15669,0,10,59,0,1,0,1,0,1,1566.9,0,0,1,0,0,1,0
11131,0,13,59,0,1,0,1,0,1,856.2307692307693,0,0,1,0,0,1,0
10123,0,9,59,0,1,0,1,0,1,1124.7777777777778,0,0,1,0,0,1,0
21149,1,15,59,0,1,0,1,0,1,1409.9333333333334,0,0,1,0,0,1,0
11222,0,10,59,0,1,0,1,0,1,1122.2,0,0,1,0,0,1,0
10197,0,16,39,1,1,0,0,0,1,637.3125,0,0,1,0,1,0,0
9438,0,14,39,1,1,0,0,0,1,674.1428571428571,0,0,1,0,1,0,0
9238,0,15,39,1,1,0,0,0,1,615.8666666666667,0,0,1,0,1,0,0
14297,0,13,39,1,1,0,0,0,1,1099.7692307692307,0,0,1,0,1,0,0
9232,0,17,39,1,1,0,0,0,1,543.0588235294117,0,0,1,0,1,0,0
11074,0,20,31,1,1,0,0,0,1,553.7,0,0,1,0,1,0,0
11597,0,12,31,1,1,0,0,0,1,966.4166666666666,0,0,1,0,1,0,0
9783,0,7,31,1,1,0,0,0,1,1397.5714285714287,0,0,1,0,1,0,0
9855,0,13,31,1,1,0,0,0,1,758.0769230769231,0,0,1,0,1,0,0
9101,0,8,31,1,1,0,0,0,1,1137.625,0,0,1,0,1,0,0
12226,0,17,52,0,0,0,1,0,0,719.1764705882352,0,0,1,0,0,1,0
9354,0,13,52,0,0,0,1,0,0,719.5384615384615,0,0,1,0,0,1,0
11306,0,7,41,0,0,0,0,0,0,1615.142857142857,0,0,1,0,1,0,0
9767,0,17,41,0,0,0,0,0,0,574.5294117647059,0,0,1,0,1,0,0
10720,0,13,41,0,0,0,0,0,0,824.6153846153846,0,0,1,0,1,0,0
9625,0,15,41,0,0,0,0,0,0,641.6666666666666,0,0,1,0,1,0,0
9756,0,17,59,1,0,0,1,1,0,573.8823529411765,0,0,1,0,0,1,0
13087,0,16,59,1,0,0,1,1,0,817.9375,0,0,1,0,0,1,0
11051,0,11,59,1,0,0,1,1,0,1004.6363636363636,0,0,1,0,0,1,0
15988,0,12,59,1,0,0,1,1,0,1332.3333333333333,0,0,1,0,0,1,0
9307,0,19,59,1,0,0,1,1,0,489.8421052631579,0,0,1,0,0,1,0
9617,0,14,59,1,0,0,1,1,0,686.9285714285714,0,0,1,0,0,1,0
11234,0,10,59,1,0,0,1,1,0,1123.4,0,0,1,0,0,1,0
12235,0,14,59,1,0,0,1,1,0,873.9285714285714,0,0,1,0,0,1,0
9329,0,20,18,0,1,0,0,0,1,466.45,0,0,1,1,0,0,0
15350,0,17,67,1,0,0,1,0,0,902.9411764705883,0,0,1,0,0,0,1
13194,1,22,67,1,0,0,1,0,0,599.7272727272727,0,0,1,0,0,0,1
9668,0,9,67,1,0,0,1,0,0,1074.2222222222222,0,0,1,0,0,0,1
14441,1,11,67,1,0,0,1,0,0,1312.8181818181818,0,0,1,0,0,0,1
9793,0,11,67,1,0,0,1,0,0,890.2727272727273,0,0,1,0,0,0,1
11230,0,19,67,1,0,0,1,0,0,591.0526315789474,0,0,1,0,0,0,1
9255,0,23,53,1,0,0,1,1,0,402.39130434782606,0,0,1,0,0,1,0
11049,0,19,53,1,0,0,1,1,0,581.5263157894736,0,0,1,0,0,1,0
13365,0,10,53,1,0,0,1,1,0,1336.5,0,0,1,0,0,1,0
11108,0,11,53,1,0,0,1,1,0,1009.8181818181819,0,0,1,0,0,1,0
15404,0,15,53,1,0,0,1,1,0,1026.9333333333334,0,0,1,0,0,1,0
10241,0,8,53,1,0,0,1,1,0,1280.125,0,0,1,0,0,1,0
15344,0,15,53,1,0,0,1,1,0,1022.9333333333333,0,0,1,0,0,1,0
10008,0,12,53,1,0,0,1,1,0,834.0,0,0,1,0,0,1,0
10662,0,16,53,1,0,0,1,1,0,666.375,0,0,1,0,0,1,0
14914,1,19,78,0,0,0,0,0,0,784.9473684210526,0,0,1,0,0,0,1
10314,0,9,78,0,0,0,0,0,0,1146.0,0,0,1,0,0,0,1
10640,0,13,78,0,0,0,0,0,0,818.4615384615385,0,0,1,0,0,0,1
11018,1,13,78,0,0,0,0,0,0,847.5384615384615,0,0,1,0,0,0,1
10220,0,12,78,0,0,0,0,0,0,851.6666666666666,0,0,1,0,0,0,1
9603,1,12,78,0,0,0,0,0,0,800.25,0,0,1,0,0,0,1
10558,1,27,41,1,1,0,0,0,1,391.037037037037,0,0,1,0,1,0,0
14254,0,7,61,0,0,0,0,0,0,2036.2857142857142,0,0,1,0,0,1,0
10761,0,10,61,0,0,0,0,0,0,1076.1,0,0,1,0,0,1,0
10514,0,15,61,0,0,0,0,0,0,700.9333333333333,0,0,1,0,0,1,0
12151,0,15,61,0,0,0,0,0,0,810.0666666666667,0,0,1,0,0,1,0
11337,0,17,61,0,0,0,0,0,0,666.8823529411765,0,0,1,0,0,1,0
13868,0,19,69,1,0,0,0,0,0,729.8947368421053,0,0,1,0,0,0,1
9334,1,11,69,1,0,0,0,0,0,848.5454545454545,0,0,1,0,0,0,1
9524,0,9,69,1,0,0,0,0,0,1058.2222222222222,0,0,1,0,0,0,1
15441,0,12,35,1,0,0,1,0,0,1286.75,0,0,1,0,1,0,0
9380,0,18,35,1,0,0,1,0,0,521.1111111111111,0,0,1,0,1,0,0
11664,0,18,35,1,0,0,1,0,0,648.0,0,0,1,0,1,0,0
16202,0,13,35,1,0,0,1,0,0,1246.3076923076924,0,0,1,0,1,0,0
12903,0,14,35,1,0,0,1,0,0,921.6428571428571,0,0,1,0,1,0,0
12378,0,17,35,1,0,0,1,0,0,728.1176470588235,0,0,1,0,1,0,0
13109,0,14,35,1,0,0,1,0,0,936.3571428571429,0,0,1,0,1,0,0
9947,0,12,72,0,0,0,0,0,0,828.9166666666666,0,0,1,0,0,0,1
11317,0,15,72,0,0,0,0,0,0,754.4666666666667,0,0,1,0,0,0,1
9850,0,17,72,0,1,0,0,0,1,579.4117647058823,0,0,1,0,0,0,1
9595,0,17,38,0,0,0,0,0,0,564.4117647058823,0,0,1,0,1,0,0
9941,0,12,38,0,0,0,0,0,0,828.4166666666666,0,0,1,0,1,0,0
10483,0,16,24,0,0,0,1,1,0,655.1875,0,0,1,1,0,0,0
12245,0,21,24,0,0,0,1,1,0,583.0952380952381,0,0,1,1,0,0,0
10309,0,9,24,0,0,0,1,1,0,1145.4444444444443,0,0,1,1,0,0,0
10376,0,14,24,0,0,0,1,1,0,741.1428571428571,0,0,1,1,0,0,0
10811,0,19,24,0,0,0,1,1,0,569.0,0,0,1,1,0,0,0
11947,0,15,68,1,1,0,1,0,1,796.4666666666667,0,0,1,0,0,0,1
14780,0,15,68,1,1,0,1,0,1,985.3333333333334,0,0,1,0,0,0,1
12955,0,12,68,1,1,0,1,0,1,1079.5833333333333,0,0,1,0,0,0,1
12164,0,12,68,1,1,0,1,0,1,1013.6666666666666,0,0,1,0,0,0,1
13016,0,20,68,1,1,0,1,0,1,650.8,0,0,1,0,0,0,1
13483,1,14,68,1,1,0,1,0,1,963.0714285714286,0,0,1,0,0,0,1
15402,0,19,68,1,1,0,1,0,1,810.6315789473684,0,0,1,0,0,0,1
13175,0,14,68,1,1,0,1,0,1,941.0714285714286,0,0,1,0,0,0,1
10649,0,10,73,0,0,0,0,0,0,1064.9,0,0,1,0,0,0,1
10630,0,16,73,0,0,0,0,0,0,664.375,0,0,1,0,0,0,1
12207,1,14,73,0,0,0,0,0,0,871.9285714285714,0,0,1,0,0,0,1
10227,0,10,73,0,0,0,0,0,0,1022.7,0,0,1,0,0,0,1
22966,0,8,33,1,1,1,0,0,1,2870.75,0,0,1,0,1,0,0
9733,0,15,33,1,1,1,0,0,1,648.8666666666667,0,0,1,0,1,0,0
11032,0,4,33,1,1,1,0,0,1,2758.0,0,0,1,0,1,0,0
13726,0,15,33,1,1,1,0,0,1,915.0666666666667,0,0,1,0,1,0,0
9954,0,17,33,1,1,1,0,0,1,585.5294117647059,0,0,1,0,1,0,0
9484,1,16,33,1,1,1,0,0,1,592.75,0,0,1,0,1,0,0
10727,0,13,33,1,1,1,0,0,1,825.1538461538462,0,0,1,0,1,0,0
11581,1,15,27,1,1,0,1,0,1,772.0666666666667,0,0,1,0,1,0,0
14104,1,12,27,1,1,0,1,0,1,1175.3333333333333,0,0,1,0,1,0,0
9883,0,10,27,1,1,0,1,0,1,988.3,0,0,1,0,1,0,0
13395,0,16,27,1,1,0,1,0,1,837.1875,0,0,1,0,1,0,0
9350,0,14,27,1,1,0,1,0,1,667.8571428571429,0,0,1,0,1,0,0
18787,0,21,36,0,0,0,1,0,0,894.6190476190476,0,0,1,0,1,0,0
10460,0,17,36,0,0,0,1,0,0,615.2941176470588,0,0,1,0,1,0,0
13293,0,13,36,0,0,0,1,0,0,1022.5384615384615,0,0,1,0,1,0,0
10063,0,11,36,0,0,0,1,0,0,914.8181818181819,0,0,1,0,1,0,0
9484,0,11,36,0,0,0,1,0,0,862.1818181818181,0,0,1,0,1,0,0
11697,1,11,36,0,0,0,1,0,0,1063.3636363636363,0,0,1,0,1,0,0
11720,0,14,67,0,0,0,1,0,0,837.1428571428571,0,0,1,0,0,0,1
12600,0,9,67,0,0,0,1,0,0,1400.0,0,0,1,0,0,0,1
9898,0,14,67,0,0,0,1,0,0,707.0,0,0,1,0,0,0,1
9657,1,16,25,0,0,0,0,0,0,603.5625,0,0,1,0,1,0,0
9825,0,16,25,0,0,0,0,0,0,614.0625,0,0,1,0,1,0,0
10464,0,15,25,0,0,0,0,0,0,697.6,0,0,1,0,1,0,0
9785,0,13,25,0,0,0,0,0,0,752.6923076923077,0,0,1,0,1,0,0
11246,0,15,25,0,0,0,0,0,0,749.7333333333333,0,0,1,0,1,0,0
11620,1,10,44,0,0,1,0,0,1,1162.0,0,0,1,0,1,0,0
14593,0,20,44,0,0,1,0,0,1,729.65,0,0,1,0,1,0,0
9412,0,11,44,0,0,1,0,0,1,855.6363636363636,0,0,1,0,1,0,0
13433,0,14,44,0,0,1,0,0,1,959.5,0,0,1,0,1,0,0
9165,0,9,44,0,0,1,0,0,1,1018.3333333333334,0,0,1,0,1,0,0
18337,1,12,44,0,0,1,0,0,1,1528.0833333333333,0,0,1,0,1,0,0
12797,1,14,24,1,0,0,1,1,0,914.0714285714286,0,0,1,1,0,0,0
11019,0,23,24,1,0,0,1,1,0,479.0869565217391,0,0,1,1,0,0,0
11022,0,17,64,1,1,0,0,0,1,648.3529411764706,0,0,1,0,0,1,0
10371,1,19,64,1,1,0,0,0,1,545.8421052631579,0,0,1,0,0,1,0
9922,0,15,74,1,1,0,0,0,1,661.4666666666667,0,0,1,0,0,0,1
9272,1,15,68,0,1,0,0,0,1,618.1333333333333,0,0,1,0,0,0,1
9510,0,15,68,0,1,0,0,0,1,634.0,0,0,1,0,0,0,1
11573,0,15,33,1,0,0,0,0,0,771.5333333333333,0,0,1,0,1,0,0
15651,0,16,49,0,0,0,0,0,0,978.1875,0,0,1,0,0,1,0
10115,0,9,49,0,0,0,0,0,0,1123.888888888889,0,0,1,0,0,1,0
12710,0,9,49,0,0,0,0,0,0,1412.2222222222222,0,0,1,0,0,1,0
11069,0,13,49,0,0,0,0,0,0,851.4615384615385,0,0,1,0,0,1,0
10203,1,15,83,1,1,0,0,0,1,680.2,0,0,1,0,0,0,1
10326,0,18,83,1,1,0,0,0,1,573.6666666666666,0,0,1,0,0,0,1
12774,1,17,83,1,1,0,0,0,1,751.4117647058823,0,0,1,0,0,0,1
9817,1,15,83,1,1,0,0,0,1,654.4666666666667,0,0,1,0,0,0,1
10190,1,11,33,1,0,0,1,0,0,926.3636363636364,0,0,1,0,1,0,0
9760,1,15,33,1,0,0,1,0,0,650.6666666666666,0,0,1,0,1,0,0
9136,0,14,33,1,0,0,1,0,0,652.5714285714286,0,0,1,0,1,0,0
12541,0,10,25,0,0,0,0,0,0,1254.1,0,0,1,0,1,0,0
9664,1,14,25,0,0,0,0,0,0,690.2857142857143,0,0,1,0,1,0,0
9300,0,10,25,0,0,0,0,0,0,930.0,0,0,1,0,1,0,0
10877,0,12,25,0,0,0,0,0,0,906.4166666666666,0,0,1,0,1,0,0
11668,0,22,25,0,0,0,0,0,0,530.3636363636364,0,0,1,0,1,0,0
13468,0,17,25,0,0,0,0,0,0,792.2352941176471,0,0,1,0,1,0,0
10976,1,13,25,0,0,0,0,0,0,844.3076923076923,0,0,1,0,1,0,0
17072,0,13,72,1,1,0,0,0,1,1313.2307692307693,0,0,1,0,0,0,1
11168,1,9,72,1,1,0,0,0,1,1240.888888888889,0,0,1,0,0,0,1
11455,0,16,72,1,1,0,0,0,1,715.9375,0,0,1,0,0,0,1
16307,0,18,72,1,1,0,0,0,1,905.9444444444445,0,0,1,0,0,0,1
13602,0,6,72,1,1,0,0,0,1,2267.0,0,0,1,0,0,0,1
17625,1,11,72,1,1,0,0,0,1,1602.2727272727273,0,0,1,0,0,0,1
9760,0,9,72,1,1,0,0,0,1,1084.4444444444443,0,0,1,0,0,0,1
10752,0,13,72,1,1,0,0,0,1,827.0769230769231,0,0,1,0,0,0,1
10228,0,17,72,1,1,0,0,0,1,601.6470588235294,0,0,1,0,0,0,1
12433,0,12,72,1,1,0,0,0,1,1036.0833333333333,0,0,1,0,0,0,1
11658,1,18,53,1,0,0,0,0,0,647.6666666666666,0,0,1,0,0,1,0
10504,1,21,84,0,0,0,0,0,0,500.1904761904762,0,0,1,0,0,0,1
9784,0,11,64,0,0,0,0,0,0,889.4545454545455,0,0,1,0,0,1,0
15861,0,16,64,0,0,0,0,0,0,991.3125,0,0,1,0,0,1,0
9977,0,16,64,0,0,0,0,0,0,623.5625,0,0,1,0,0,1,0
9219,0,9,71,0,0,0,0,0,0,1024.3333333333333,0,0,1,0,0,0,1
10395,0,9,71,0,0,0,0,0,0,1155.0,0,0,1,0,0,0,1
10252,1,14,81,0,1,0,1,0,1,732.2857142857143,0,0,1,0,0,0,1
10608,0,17,81,0,1,0,1,0,1,624.0,0,0,1,0,0,0,1
11122,0,21,81,0,1,0,1,0,1,529.6190476190476,0,0,1,0,0,0,1
10036,0,11,81,0,1,0,1,0,1,912.3636363636364,0,0,1,0,0,0,1
10944,0,18,81,0,1,0,1,0,1,608.0,0,0,1,0,0,0,1
9582,1,12,28,1,0,0,1,1,0,798.5,0,0,1,0,1,0,0
9680,0,12,28,1,0,0,1,1,0,806.6666666666666,0,0,1,0,1,0,0
10033,0,18,28,1,0,0,1,1,0,557.3888888888889,0,0,1,0,1,0,0
9628,1,7,28,1,0,0,1,1,0,1375.4285714285713,0,0,1,0,1,0,0
9222,0,12,48,1,0,1,1,0,1,768.5,0,0,1,0,0,1,0
10567,0,17,48,1,0,1,1,0,1,621.5882352941177,0,0,1,0,0,1,0
9003,0,11,48,1,0,1,1,0,1,818.4545454545455,0,0,1,0,0,1,0
12019,0,19,48,1,0,1,1,0,1,632.578947368421,0,0,1,0,0,1,0
10670,0,12,48,1,0,1,1,0,1,889.1666666666666,0,0,1,0,0,1,0
15421,0,15,46,0,0,0,0,0,0,1028.0666666666666,0,0,1,0,0,1,0
9475,0,13,46,0,0,0,0,0,0,728.8461538461538,0,0,1,0,0,1,0
9893,0,12,46,0,0,0,0,0,0,824.4166666666666,0,0,1,0,0,1,0
9633,0,15,46,0,0,0,0,0,0,642.2,0,0,1,0,0,1,0
11469,0,9,46,0,0,0,0,0,0,1274.3333333333333,0,0,1,0,0,1,0
11816,0,14,46,0,0,0,0,0,0,844.0,0,0,1,0,0,1,0
10869,0,11,46,0,0,0,0,0,0,988.0909090909091,0,0,1,0,0,1,0
12839,1,12,46,0,0,0,0,0,0,1069.9166666666667,0,0,1,0,0,1,0
11318,0,10,50,0,1,0,1,0,1,1131.8,0,0,1,0,0,1,0
9039,0,16,50,0,1,0,1,0,1,564.9375,0,0,1,0,0,1,0
9426,0,7,50,0,1,0,1,0,1,1346.5714285714287,0,0,1,0,0,1,0
11262,0,8,50,0,1,0,1,0,1,1407.75,0,0,1,0,0,1,0
9335,0,7,67,1,0,0,0,0,0,1333.5714285714287,0,0,1,0,0,0,1
9367,0,17,82,1,0,1,0,0,1,551.0,0,0,1,0,0,0,1
10757,0,11,55,1,0,0,1,0,0,977.9090909090909,0,0,1,0,0,1,0
13422,1,15,55,1,0,0,1,0,0,894.8,0,0,1,0,0,1,0
10552,0,27,77,0,1,0,1,0,1,390.81481481481484,0,0,1,0,0,0,1
17588,0,15,77,0,1,0,1,0,1,1172.5333333333333,0,0,1,0,0,0,1
11951,0,15,77,0,1,0,1,0,1,796.7333333333333,0,0,1,0,0,0,1
9509,0,9,77,0,1,0,1,0,1,1056.5555555555557,0,0,1,0,0,0,1
11123,1,14,77,0,1,0,1,0,1,794.5,0,0,1,0,0,0,1
13181,0,14,77,0,1,0,1,0,1,941.5,0,0,1,0,0,0,1
11297,0,7,77,0,1,0,1,0,1,1613.857142857143,0,0,1,0,0,0,1
12968,0,9,77,0,1,0,1,0,1,1440.888888888889,0,0,1,0,0,0,1
16686,0,16,77,0,1,0,1,0,1,1042.875,0,0,1,0,0,0,1
12210,0,18,77,0,1,0,1,0,1,678.3333333333334,0,0,1,0,0,0,1
9943,0,11,77,0,1,0,1,0,1,903.9090909090909,0,0,1,0,0,0,1
13825,1,16,35,1,0,0,0,0,0,864.0625,0,0,1,0,1,0,0
10260,0,13,35,1,0,0,0,0,0,789.2307692307693,0,0,1,0,1,0,0
11204,0,14,35,1,0,0,0,0,0,800.2857142857143,0,0,1,0,1,0,0
10636,0,11,35,1,0,0,0,0,0,966.9090909090909,0,0,1,0,1,0,0
9127,0,15,74,0,0,0,1,0,0,608.4666666666667,0,0,1,0,0,0,1
9917,0,23,74,0,0,0,1,0,0,431.17391304347825,0,0,1,0,0,0,1
9132,0,18,74,0,0,0,1,0,0,507.3333333333333,0,0,1,0,0,0,1
12442,0,9,39,0,0,0,0,0,0,1382.4444444444443,0,0,1,0,1,0,0
16001,0,12,39,0,0,0,0,0,0,1333.4166666666667,0,0,1,0,1,0,0
12548,1,16,39,0,0,0,0,0,0,784.25,0,0,1,0,1,0,0
13854,0,8,39,0,0,0,0,0,0,1731.75,0,0,1,0,1,0,0
10027,1,7,39,0,0,0,0,0,0,1432.4285714285713,0,0,1,0,1,0,0
14819,0,16,39,0,0,0,0,0,0,926.1875,0,0,1,0,1,0,0
17524,0,20,39,0,0,0,0,0,0,876.2,0,0,1,0,1,0,0
10392,0,7,39,0,0,0,0,0,0,1484.5714285714287,0,0,1,0,1,0,0
9417,0,21,39,0,0,0,0,0,0,448.42857142857144,0,0,1,0,1,0,0
11570,0,13,39,0,0,0,0,0,0,890.0,0,0,1,0,1,0,0
9183,0,12,39,0,0,0,0,0,0,765.25,0,0,1,0,1,0,0
13179,1,14,18,0,0,0,1,0,0,941.3571428571429,0,0,1,1,0,0,0
9060,1,18,18,0,0,0,1,0,0,503.3333333333333,0,0,1,1,0,0,0
12900,1,12,18,0,0,0,1,0,0,1075.0,0,0,1,1,0,0,0
11612,0,14,18,0,0,0,1,0,0,829.4285714285714,0,0,1,1,0,0,0
10195,0,21,18,0,0,0,1,0,0,485.4761904761905,0,0,1,1,0,0,0
9313,1,21,18,0,0,0,1,0,0,443.4761904761905,0,0,1,1,0,0,0
13407,1,12,18,0,0,0,1,0,0,1117.25,0,0,1,1,0,0,0
10536,1,9,18,0,0,0,1,0,0,1170.6666666666667,0,0,1,1,0,0,0
9424,1,10,18,0,0,0,1,0,0,942.4,0,0,1,1,0,0,0
9454,0,10,54,0,0,0,1,1,0,945.4,0,0,1,0,0,1,0
11365,0,14,54,0,0,0,1,1,0,811.7857142857143,0,0,1,0,0,1,0
10527,0,9,54,0,0,0,1,1,0,1169.6666666666667,0,0,1,0,0,1,0
11810,1,14,54,0,0,0,1,1,0,843.5714285714286,0,0,1,0,0,1,0
13036,0,17,54,0,0,0,1,1,0,766.8235294117648,0,0,1,0,0,1,0
11512,0,13,72,1,1,0,1,0,1,885.5384615384615,0,0,1,0,0,0,1
9433,0,8,72,1,1,0,1,0,1,1179.125,0,0,1,0,0,0,1
9215,0,11,72,1,1,0,1,0,1,837.7272727272727,0,0,1,0,0,0,1
17099,0,18,72,1,1,0,1,0,1,949.9444444444445,0,0,1,0,0,0,1
10693,0,10,72,1,1,0,1,0,1,1069.3,0,0,1,0,0,0,1
9138,0,9,72,1,1,0,1,0,1,1015.3333333333334,0,0,1,0,0,0,1
14486,0,14,72,1,1,0,1,0,1,1034.7142857142858,0,0,1,0,0,0,1
9987,0,19,72,1,1,0,1,0,1,525.6315789473684,0,0,1,0,0,0,1
9273,0,13,84,0,1,0,1,0,1,713.3076923076923,0,0,1,0,0,0,1
22420,0,10,84,0,1,0,1,0,1,2242.0,0,0,1,0,0,0,1
9615,1,17,84,0,1,0,1,0,1,565.5882352941177,0,0,1,0,0,0,1
9940,1,9,84,0,1,0,1,0,1,1104.4444444444443,0,0,1,0,0,0,1
9174,1,10,84,0,1,0,1,0,1,917.4,0,0,1,0,0,0,1
10840,0,17,84,0,1,0,1,0,1,637.6470588235294,0,0,1,0,0,0,1
9507,0,20,20,0,0,0,0,0,0,475.35,0,0,1,1,0,0,0
12301,0,13,39,0,1,0,0,1,1,946.2307692307693,0,0,1,0,1,0,0
9198,0,13,39,0,1,0,0,1,1,707.5384615384615,0,0,1,0,1,0,0
9363,0,20,39,0,1,0,0,1,1,468.15,0,0,1,0,1,0,0
10223,0,16,39,0,1,0,0,1,1,638.9375,0,0,1,0,1,0,0
10221,1,13,81,1,1,0,0,0,1,786.2307692307693,0,0,1,0,0,0,1
12694,1,16,81,1,1,0,0,0,1,793.375,0,0,1,0,0,0,1
