Customer_ID,Age,Sex,High_Risk_Country,Vulnerable_Area,Intention_International_Payments,Intention_Cash_Deposits
926,74,Male,True,False,True,True
927,55,Female,True,False,False,False
928,63,Male,False,False,False,False
929,46,Male,False,True,False,True
930,67,Female,True,False,False,False
931,50,Male,False,False,False,False
932,24,Female,True,False,True,False
933,21,Female,False,False,True,False
934,47,Male,False,False,False,False
935,33,Male,True,False,False,False
936,36,Male,False,False,False,False
937,31,Male,True,False,True,False
938,78,Male,False,False,True,False
939,43,Female,True,False,False,False
940,22,Female,True,False,True,False
941,44,Female,False,False,False,False
942,25,Female,False,False,True,False
943,53,Female,False,False,False,False
944,84,Female,True,False,False,False
945,76,Female,False,False,False,False
946,46,Female,False,False,False,False
947,36,Male,True,False,False,False
948,52,Male,True,True,False,False
949,68,Male,False,False,False,False
950,80,Female,True,False,True,False
951,42,Male,False,False,False,False
952,82,Male,False,False,False,False
953,38,Female,False,False,True,False
954,62,Male,True,False,True,False
955,79,Male,False,False,False,False
956,56,Male,True,False,False,False
957,60,Female,False,False,False,False
958,58,Male,False,False,False,False
959,80,Male,False,False,False,False
960,58,Male,False,False,True,True
961,65,Male,False,True,False,False
962,18,Female,False,False,False,False
963,58,Female,True,True,True,False
964,26,Male,True,False,True,False
965,46,Male,False,False,False,False
966,82,Male,False,False,True,False
967,39,Female,False,False,True,True
968,65,Male,False,False,False,False
969,78,Female,False,False,False,False
970,80,Female,False,False,False,False
971,40,Female,False,False,False,False
972,22,Male,False,False,False,False
973,83,Female,True,True,False,False
974,63,Male,False,False,True,False
975,73,Female,True,False,False,True
976,62,Female,False,True,False,False
977,51,Female,False,False,False,False
978,24,Male,True,False,True,False
979,61,Male,True,False,True,False
980,48,Male,True,False,False,False
981,21,Female,False,False,False,True
982,64,Female,True,False,False,False
983,33,Male,True,False,False,False
984,83,Female,False,False,False,False
985,27,Male,False,False,False,False
986,78,Male,True,False,False,False
987,27,Male,False,False,True,False
988,45,Female,True,False,False,False
989,77,Female,False,False,True,False
990,53,Female,False,True,False,False
991,83,Male,True,True,True,False
992,55,Female,False,False,True,False
993,80,Male,True,False,False,False
994,30,Female,False,False,True,False
995,84,Male,False,False,False,False
996,35,Female,False,False,False,False
997,28,Female,True,False,True,True
998,67,Male,False,False,False,False
999,78,Male,False,False,True,False
1000,33,Female,False,False,False,False
